id,title,budget,genres,cast,revenue
1666,Mock Movie 1666,42982330.737186536,"[{""id"": 39, ""name"": ""Action""}]","[{""name"": ""Actor 48"", ""character"": ""Character 42""}, {""name"": ""Actor 80"", ""character"": ""Character 46""}, {""name"": ""Actor 38"", ""character"": ""Character 73""}, {""name"": ""Actor 121"", ""character"": ""Character 98""}, {""name"": ""Actor 98"", ""character"": ""Character 52""}, {""name"": ""Actor 44"", ""character"": ""Character 31""}, {""name"": ""Actor 40"", ""character"": ""Character 87""}, {""name"": ""Actor 27"", ""character"": ""Character 57""}]",113357418.62737061
1667,Mock Movie 1667,1000000.0,"[{""id"": 46, ""name"": ""Drama""}, {""id"": 10, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Horror""}, {""id"": 81, ""name"": ""Fantasy""}]","[{""name"": ""Actor 83"", ""character"": ""Character 61""}, {""name"": ""Actor 74"", ""character"": ""Character 8""}, {""name"": ""Actor 107"", ""character"": ""Character 66""}, {""name"": ""Actor 93"", ""character"": ""Character 63""}, {""name"": ""Actor 112"", ""character"": ""Character 28""}, {""name"": ""Actor 95"", ""character"": ""Character 5""}, {""name"": ""Actor 51"", ""character"": ""Character 7""}, {""name"": ""Actor 20"", ""character"": ""Character 20""}]",3389648.9592519873
1668,Mock Movie 1668,82209808.07913856,"[{""id"": 58, ""name"": ""Thriller""}, {""id"": 95, ""name"": ""Drama""}]","[{""name"": ""Actor 57"", ""character"": ""Character 65""}, {""name"": ""Actor 43"", ""character"": ""Character 58""}, {""name"": ""Actor 90"", ""character"": ""Character 35""}, {""name"": ""Actor 100"", ""character"": ""Character 73""}, {""name"": ""Actor 119"", ""character"": ""Character 28""}, {""name"": ""Actor 53"", ""character"": ""Character 77""}, {""name"": ""Actor 48"", ""character"": ""Character 9""}, {""name"": ""Actor 44"", ""character"": ""Character 55""}, {""name"": ""Actor 73"", ""character"": ""Character 86""}]",334158101.2019327
1669,Mock Movie 1669,67209257.34675789,"[{""id"": 87, ""name"": ""Action""}]","[{""name"": ""Actor 78"", ""character"": ""Character 56""}, {""name"": ""Actor 141"", ""character"": ""Character 51""}, {""name"": ""Actor 133"", ""character"": ""Character 93""}]",26184634.103304118
1670,Mock Movie 1670,6787921.771130696,"[{""id"": 48, ""name"": ""Drama""}, {""id"": 67, ""name"": ""Comedy""}, {""id"": 81, ""name"": ""Romance""}, {""id"": 83, ""name"": ""Fantasy""}]","[{""name"": ""Actor 121"", ""character"": ""Character 62""}, {""name"": ""Actor 132"", ""character"": ""Character 56""}, {""name"": ""Actor 92"", ""character"": ""Character 8""}, {""name"": ""Actor 93"", ""character"": ""Character 79""}, {""name"": ""Actor 72"", ""character"": ""Character 86""}, {""name"": ""Actor 24"", ""character"": ""Character 3""}]",18525214.51703767
1671,Mock Movie 1671,101157711.92704454,"[{""id"": 46, ""name"": ""Science Fiction""}, {""id"": 54, ""name"": ""Horror""}, {""id"": 72, ""name"": ""Adventure""}, {""id"": 41, ""name"": ""Action""}]","[{""name"": ""Actor 108"", ""character"": ""Character 89""}, {""name"": ""Actor 112"", ""character"": ""Character 30""}, {""name"": ""Actor 148"", ""character"": ""Character 70""}, {""name"": ""Actor 77"", ""character"": ""Character 57""}, {""name"": ""Actor 66"", ""character"": ""Character 99""}, {""name"": ""Actor 127"", ""character"": ""Character 71""}, {""name"": ""Actor 55"", ""character"": ""Character 8""}]",552465780.3798872
1672,Mock Movie 1672,79746705.15140304,"[{""id"": 94, ""name"": ""Comedy""}, {""id"": 52, ""name"": ""Fantasy""}, {""id"": 59, ""name"": ""Action""}]","[{""name"": ""Actor 89"", ""character"": ""Character 76""}, {""name"": ""Actor 23"", ""character"": ""Character 68""}, {""name"": ""Actor 142"", ""character"": ""Character 97""}, {""name"": ""Actor 49"", ""character"": ""Character 70""}, {""name"": ""Actor 114"", ""character"": ""Character 65""}, {""name"": ""Actor 139"", ""character"": ""Character 31""}, {""name"": ""Actor 78"", ""character"": ""Character 57""}, {""name"": ""Actor 116"", ""character"": ""Character 36""}, {""name"": ""Actor 24"", ""character"": ""Character 32""}]",217884433.37979928
1673,Mock Movie 1673,1279727.065592803,"[{""id"": 15, ""name"": ""Fantasy""}, {""id"": 60, ""name"": ""Horror""}, {""id"": 30, ""name"": ""Drama""}, {""id"": 51, ""name"": ""Science Fiction""}]","[{""name"": ""Actor 39"", ""character"": ""Character 66""}, {""name"": ""Actor 62"", ""character"": ""Character 74""}, {""name"": ""Actor 12"", ""character"": ""Character 83""}]",3102464.5484510637
1674,Mock Movie 1674,21485780.217759468,"[{""id"": 38, ""name"": ""Romance""}, {""id"": 48, ""name"": ""Comedy""}, {""id"": 39, ""name"": ""Science Fiction""}]","[{""name"": ""Actor 65"", ""character"": ""Character 88""}, {""name"": ""Actor 136"", ""character"": ""Character 46""}, {""name"": ""Actor 104"", ""character"": ""Character 50""}, {""name"": ""Actor 85"", ""character"": ""Character 5""}, {""name"": ""Actor 46"", ""character"": ""Character 31""}, {""name"": ""Actor 29"", ""character"": ""Character 65""}, {""name"": ""Actor 48"", ""character"": ""Character 58""}, {""name"": ""Actor 27"", ""character"": ""Character 9""}]",173703882.62567014
1675,Mock Movie 1675,3020482.503391154,"[{""id"": 63, ""name"": ""Horror""}, {""id"": 89, ""name"": ""Science Fiction""}]","[{""name"": ""Actor 98"", ""character"": ""Character 52""}, {""name"": ""Actor 110"", ""character"": ""Character 34""}, {""name"": ""Actor 1"", ""character"": ""Character 57""}, {""name"": ""Actor 77"", ""character"": ""Character 36""}, {""name"": ""Actor 16"", ""character"": ""Character 59""}, {""name"": ""Actor 55"", ""character"": ""Character 56""}, {""name"": ""Actor 123"", ""character"": ""Character 95""}]",14974364.749145105
1676,Mock Movie 1676,52337673.89249078,"[{""id"": 20, ""name"": ""Romance""}]","[{""name"": ""Actor 46"", ""character"": ""Character 94""}, {""name"": ""Actor 30"", ""character"": ""Character 74""}, {""name"": ""Actor 87"", ""character"": ""Character 88""}, {""name"": ""Actor 12"", ""character"": ""Character 52""}, {""name"": ""Actor 61"", ""character"": ""Character 90""}]",173736409.21236384
1677,Mock Movie 1677,20037702.17552118,"[{""id"": 48, ""name"": ""Fantasy""}, {""id"": 25, ""name"": ""Adventure""}, {""id"": 50, ""name"": ""Action""}, {""id"": 76, ""name"": ""Thriller""}]","[{""name"": ""Actor 56"", ""character"": ""Character 1""}, {""name"": ""Actor 96"", ""character"": ""Character 13""}, {""name"": ""Actor 34"", ""character"": ""Character 29""}, {""name"": ""Actor 140"", ""character"": ""Character 66""}, {""name"": ""Actor 107"", ""character"": ""Character 41""}, {""name"": ""Actor 103"", ""character"": ""Character 41""}]",55989193.17199173
1678,Mock Movie 1678,1000000.0,"[{""id"": 85, ""name"": ""Comedy""}]","[{""name"": ""Actor 124"", ""character"": ""Character 38""}, {""name"": ""Actor 50"", ""character"": ""Character 46""}, {""name"": ""Actor 133"", ""character"": ""Character 60""}, {""name"": ""Actor 3"", ""character"": ""Character 13""}, {""name"": ""Actor 28"", ""character"": ""Character 70""}, {""name"": ""Actor 8"", ""character"": ""Character 12""}, {""name"": ""Actor 18"", ""character"": ""Character 48""}, {""name"": ""Actor 48"", ""character"": ""Character 72""}]",3765111.4299055627
1679,Mock Movie 1679,37597808.3870086,"[{""id"": 47, ""name"": ""Animation""}]","[{""name"": ""Actor 49"", ""character"": ""Character 46""}, {""name"": ""Actor 103"", ""character"": ""Character 44""}, {""name"": ""Actor 96"", ""character"": ""Character 16""}, {""name"": ""Actor 10"", ""character"": ""Character 74""}]",110861157.49235371
1680,Mock Movie 1680,71897695.27611527,"[{""id"": 78, ""name"": ""Animation""}, {""id"": 66, ""name"": ""Romance""}]","[{""name"": ""Actor 129"", ""character"": ""Character 62""}, {""name"": ""Actor 111"", ""character"": ""Character 1""}, {""name"": ""Actor 127"", ""character"": ""Character 69""}, {""name"": ""Actor 20"", ""character"": ""Character 2""}]",180250341.08814612
1681,Mock Movie 1681,43701382.69450182,"[{""id"": 100, ""name"": ""Animation""}, {""id"": 30, ""name"": ""Drama""}]","[{""name"": ""Actor 5"", ""character"": ""Character 18""}, {""name"": ""Actor 126"", ""character"": ""Character 10""}, {""name"": ""Actor 26"", ""character"": ""Character 98""}, {""name"": ""Actor 109"", ""character"": ""Character 25""}, {""name"": ""Actor 22"", ""character"": ""Character 36""}, {""name"": ""Actor 40"", ""character"": ""Character 74""}, {""name"": ""Actor 57"", ""character"": ""Character 46""}, {""name"": ""Actor 54"", ""character"": ""Character 21""}]",17853764.666606992
1682,Mock Movie 1682,59021778.253453255,"[{""id"": 71, ""name"": ""Action""}, {""id"": 96, ""name"": ""Animation""}, {""id"": 19, ""name"": ""Drama""}]","[{""name"": ""Actor 127"", ""character"": ""Character 1""}, {""name"": ""Actor 93"", ""character"": ""Character 50""}, {""name"": ""Actor 134"", ""character"": ""Character 52""}, {""name"": ""Actor 143"", ""character"": ""Character 14""}, {""name"": ""Actor 90"", ""character"": ""Character 9""}, {""name"": ""Actor 99"", ""character"": ""Character 89""}, {""name"": ""Actor 40"", ""character"": ""Character 24""}, {""name"": ""Actor 115"", ""character"": ""Character 54""}, {""name"": ""Actor 66"", ""character"": ""Character 95""}, {""name"": ""Actor 139"", ""character"": ""Character 17""}]",284468909.3335031
1683,Mock Movie 1683,46993365.18015497,"[{""id"": 85, ""name"": ""Romance""}]","[{""name"": ""Actor 19"", ""character"": ""Character 71""}, {""name"": ""Actor 110"", ""character"": ""Character 56""}, {""name"": ""Actor 82"", ""character"": ""Character 7""}, {""name"": ""Actor 126"", ""character"": ""Character 83""}, {""name"": ""Actor 24"", ""character"": ""Character 9""}, {""name"": ""Actor 44"", ""character"": ""Character 70""}, {""name"": ""Actor 29"", ""character"": ""Character 11""}, {""name"": ""Actor 31"", ""character"": ""Character 16""}]",162272788.54421604
1684,Mock Movie 1684,65637223.59729308,"[{""id"": 35, ""name"": ""Animation""}, {""id"": 17, ""name"": ""Drama""}]","[{""name"": ""Actor 84"", ""character"": ""Character 93""}, {""name"": ""Actor 92"", ""character"": ""Character 18""}, {""name"": ""Actor 131"", ""character"": ""Character 8""}, {""name"": ""Actor 127"", ""character"": ""Character 55""}, {""name"": ""Actor 149"", ""character"": ""Character 20""}]",178413222.73870704
1685,Mock Movie 1685,50105328.198875815,"[{""id"": 12, ""name"": ""Animation""}, {""id"": 84, ""name"": ""Romance""}, {""id"": 100, ""name"": ""Adventure""}]","[{""name"": ""Actor 28"", ""character"": ""Character 21""}, {""name"": ""Actor 147"", ""character"": ""Character 12""}, {""name"": ""Actor 104"", ""character"": ""Character 9""}, {""name"": ""Actor 141"", ""character"": ""Character 19""}, {""name"": ""Actor 13"", ""character"": ""Character 97""}, {""name"": ""Actor 74"", ""character"": ""Character 7""}, {""name"": ""Actor 92"", ""character"": ""Character 28""}, {""name"": ""Actor 8"", ""character"": ""Character 55""}, {""name"": ""Actor 89"", ""character"": ""Character 1""}]",132369252.24293043
1686,Mock Movie 1686,35705187.32414965,"[{""id"": 42, ""name"": ""Adventure""}, {""id"": 42, ""name"": ""Fantasy""}, {""id"": 62, ""name"": ""Action""}]","[{""name"": ""Actor 139"", ""character"": ""Character 14""}, {""name"": ""Actor 20"", ""character"": ""Character 33""}, {""name"": ""Actor 128"", ""character"": ""Character 5""}]",138966661.69116795
1687,Mock Movie 1687,43268033.09968279,"[{""id"": 82, ""name"": ""Science Fiction""}, {""id"": 51, ""name"": ""Romance""}]","[{""name"": ""Actor 72"", ""character"": ""Character 65""}, {""name"": ""Actor 145"", ""character"": ""Character 5""}, {""name"": ""Actor 91"", ""character"": ""Character 53""}, {""name"": ""Actor 8"", ""character"": ""Character 17""}, {""name"": ""Actor 104"", ""character"": ""Character 89""}, {""name"": ""Actor 3"", ""character"": ""Character 59""}, {""name"": ""Actor 86"", ""character"": ""Character 34""}]",154169646.3803703
1688,Mock Movie 1688,93073791.93387505,"[{""id"": 54, ""name"": ""Animation""}, {""id"": 83, ""name"": ""Fantasy""}]","[{""name"": ""Actor 125"", ""character"": ""Character 78""}, {""name"": ""Actor 67"", ""character"": ""Character 36""}, {""name"": ""Actor 37"", ""character"": ""Character 11""}]",123163161.59930243
1689,Mock Movie 1689,61074141.21373692,"[{""id"": 89, ""name"": ""Science Fiction""}]","[{""name"": ""Actor 117"", ""character"": ""Character 59""}, {""name"": ""Actor 114"", ""character"": ""Character 52""}, {""name"": ""Actor 111"", ""character"": ""Character 97""}, {""name"": ""Actor 46"", ""character"": ""Character 50""}, {""name"": ""Actor 81"", ""character"": ""Character 78""}, {""name"": ""Actor 49"", ""character"": ""Character 11""}, {""name"": ""Actor 137"", ""character"": ""Character 77""}, {""name"": ""Actor 74"", ""character"": ""Character 45""}]",250594959.47483435
1690,Mock Movie 1690,6682853.899221756,"[{""id"": 25, ""name"": ""Thriller""}, {""id"": 70, ""name"": ""Comedy""}, {""id"": 47, ""name"": ""Romance""}]","[{""name"": ""Actor 133"", ""character"": ""Character 98""}, {""name"": ""Actor 82"", ""character"": ""Character 50""}, {""name"": ""Actor 4"", ""character"": ""Character 50""}, {""name"": ""Actor 35"", ""character"": ""Character 18""}, {""name"": ""Actor 100"", ""character"": ""Character 99""}, {""name"": ""Actor 34"", ""character"": ""Character 93""}, {""name"": ""Actor 115"", ""character"": ""Character 70""}, {""name"": ""Actor 22"", ""character"": ""Character 52""}, {""name"": ""Actor 31"", ""character"": ""Character 56""}]",32672317.87818928
1691,Mock Movie 1691,42711818.14816019,"[{""id"": 80, ""name"": ""Science Fiction""}, {""id"": 86, ""name"": ""Romance""}]","[{""name"": ""Actor 124"", ""character"": ""Character 88""}, {""name"": ""Actor 12"", ""character"": ""Character 38""}, {""name"": ""Actor 32"", ""character"": ""Character 6""}, {""name"": ""Actor 102"", ""character"": ""Character 21""}, {""name"": ""Actor 95"", ""character"": ""Character 9""}, {""name"": ""Actor 97"", ""character"": ""Character 47""}, {""name"": ""Actor 41"", ""character"": ""Character 64""}, {""name"": ""Actor 128"", ""character"": ""Character 17""}, {""name"": ""Actor 126"", ""character"": ""Character 27""}]",164795107.47108763
1692,Mock Movie 1692,51696174.603571415,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Science Fiction""}, {""id"": 29, ""name"": ""Animation""}]","[{""name"": ""Actor 100"", ""character"": ""Character 24""}, {""name"": ""Actor 9"", ""character"": ""Character 14""}, {""name"": ""Actor 1"", ""character"": ""Character 47""}, {""name"": ""Actor 134"", ""character"": ""Character 8""}, {""name"": ""Actor 83"", ""character"": ""Character 44""}, {""name"": ""Actor 80"", ""character"": ""Character 99""}, {""name"": ""Actor 17"", ""character"": ""Character 20""}, {""name"": ""Actor 116"", ""character"": ""Character 2""}]",259060535.60861304
1693,Mock Movie 1693,34565933.29113379,"[{""id"": 21, ""name"": ""Horror""}, {""id"": 34, ""name"": ""Drama""}]","[{""name"": ""Actor 132"", ""character"": ""Character 3""}, {""name"": ""Actor 70"", ""character"": ""Character 43""}, {""name"": ""Actor 96"", ""character"": ""Character 79""}, {""name"": ""Actor 106"", ""character"": ""Character 80""}]",170671210.05061325
1694,Mock Movie 1694,1000000.0,"[{""id"": 25, ""name"": ""Comedy""}, {""id"": 10, ""name"": ""Animation""}]","[{""name"": ""Actor 38"", ""character"": ""Character 96""}, {""name"": ""Actor 149"", ""character"": ""Character 29""}, {""name"": ""Actor 70"", ""character"": ""Character 93""}, {""name"": ""Actor 67"", ""character"": ""Character 14""}]",1391328.2024835423
1695,Mock Movie 1695,9886524.622717433,"[{""id"": 13, ""name"": ""Science Fiction""}]","[{""name"": ""Actor 132"", ""character"": ""Character 97""}, {""name"": ""Actor 57"", ""character"": ""Character 20""}, {""name"": ""Actor 68"", ""character"": ""Character 13""}, {""name"": ""Actor 51"", ""character"": ""Character 15""}, {""name"": ""Actor 120"", ""character"": ""Character 55""}, {""name"": ""Actor 124"", ""character"": ""Character 68""}, {""name"": ""Actor 140"", ""character"": ""Character 19""}, {""name"": ""Actor 39"", ""character"": ""Character 30""}, {""name"": ""Actor 78"", ""character"": ""Character 12""}, {""name"": ""Actor 12"", ""character"": ""Character 28""}]",18789418.938621018
1696,Mock Movie 1696,25523806.33024245,"[{""id"": 23, ""name"": ""Fantasy""}]","[{""name"": ""Actor 11"", ""character"": ""Character 20""}, {""name"": ""Actor 146"", ""character"": ""Character 40""}, {""name"": ""Actor 99"", ""character"": ""Character 21""}]",55151385.857032426
1697,Mock Movie 1697,106069068.00690666,"[{""id"": 52, ""name"": ""Fantasy""}, {""id"": 56, ""name"": ""Romance""}, {""id"": 74, ""name"": ""Drama""}, {""id"": 70, ""name"": ""Horror""}]","[{""name"": ""Actor 73"", ""character"": ""Character 26""}, {""name"": ""Actor 89"", ""character"": ""Character 96""}, {""name"": ""Actor 33"", ""character"": ""Character 97""}, {""name"": ""Actor 107"", ""character"": ""Character 64""}, {""name"": ""Actor 55"", ""character"": ""Character 81""}, {""name"": ""Actor 77"", ""character"": ""Character 20""}, {""name"": ""Actor 129"", ""character"": ""Character 41""}, {""name"": ""Actor 134"", ""character"": ""Character 40""}, {""name"": ""Actor 137"", ""character"": ""Character 38""}, {""name"": ""Actor 37"", ""character"": ""Character 96""}]",374751262.67645115
1698,Mock Movie 1698,57011270.129617296,"[{""id"": 18, ""name"": ""Horror""}, {""id"": 69, ""name"": ""Adventure""}]","[{""name"": ""Actor 142"", ""character"": ""Character 33""}, {""name"": ""Actor 7"", ""character"": ""Character 44""}, {""name"": ""Actor 85"", ""character"": ""Character 47""}, {""name"": ""Actor 12"", ""character"": ""Character 30""}, {""name"": ""Actor 64"", ""character"": ""Character 71""}]",157635776.42863995
1699,Mock Movie 1699,1000000.0,"[{""id"": 60, ""name"": ""Comedy""}, {""id"": 70, ""name"": ""Action""}, {""id"": 65, ""name"": ""Science Fiction""}, {""id"": 58, ""name"": ""Drama""}]","[{""name"": ""Actor 12"", ""character"": ""Character 58""}, {""name"": ""Actor 137"", ""character"": ""Character 11""}, {""name"": ""Actor 33"", ""character"": ""Character 93""}, {""name"": ""Actor 139"", ""character"": ""Character 86""}, {""name"": ""Actor 140"", ""character"": ""Character 17""}, {""name"": ""Actor 127"", ""character"": ""Character 8""}, {""name"": ""Actor 77"", ""character"": ""Character 81""}, {""name"": ""Actor 83"", ""character"": ""Character 61""}, {""name"": ""Actor 129"", ""character"": ""Character 41""}]",5329498.461124912
1700,Mock Movie 1700,36722733.39412902,"[{""id"": 56, ""name"": ""Romance""}, {""id"": 87, ""name"": ""Fantasy""}]","[{""name"": ""Actor 27"", ""character"": ""Character 85""}, {""name"": ""Actor 96"", ""character"": ""Character 84""}, {""name"": ""Actor 35"", ""character"": ""Character 5""}, {""name"": ""Actor 102"", ""character"": ""Character 62""}, {""name"": ""Actor 33"", ""character"": ""Character 38""}, {""name"": ""Actor 25"", ""character"": ""Character 92""}]",93022819.23532203
1701,Mock Movie 1701,86402882.66397665,"[{""id"": 11, ""name"": ""Drama""}, {""id"": 59, ""name"": ""Action""}, {""id"": 20, ""name"": ""Adventure""}]","[{""name"": ""Actor 74"", ""character"": ""Character 40""}, {""name"": ""Actor 92"", ""character"": ""Character 35""}, {""name"": ""Actor 37"", ""character"": ""Character 27""}, {""name"": ""Actor 98"", ""character"": ""Character 28""}, {""name"": ""Actor 79"", ""character"": ""Character 9""}, {""name"": ""Actor 91"", ""character"": ""Character 77""}, {""name"": ""Actor 119"", ""character"": ""Character 79""}]",265924504.45968896
1702,Mock Movie 1702,19574023.57788983,"[{""id"": 39, ""name"": ""Horror""}]","[{""name"": ""Actor 63"", ""character"": ""Character 79""}, {""name"": ""Actor 71"", ""character"": ""Character 60""}, {""name"": ""Actor 149"", ""character"": ""Character 4""}, {""name"": ""Actor 116"", ""character"": ""Character 12""}, {""name"": ""Actor 43"", ""character"": ""Character 4""}, {""name"": ""Actor 111"", ""character"": ""Character 97""}]",97597335.279778
1703,Mock Movie 1703,76343259.78567609,"[{""id"": 86, ""name"": ""Drama""}, {""id"": 86, ""name"": ""Science Fiction""}, {""id"": 73, ""name"": ""Fantasy""}]","[{""name"": ""Actor 139"", ""character"": ""Character 12""}, {""name"": ""Actor 92"", ""character"": ""Character 61""}, {""name"": ""Actor 142"", ""character"": ""Character 66""}, {""name"": ""Actor 106"", ""character"": ""Character 52""}, {""name"": ""Actor 18"", ""character"": ""Character 7""}, {""name"": ""Actor 136"", ""character"": ""Character 91""}, {""name"": ""Actor 135"", ""character"": ""Character 17""}, {""name"": ""Actor 130"", ""character"": ""Character 15""}]",154352001.15714723
1704,Mock Movie 1704,1000000.0,"[{""id"": 65, ""name"": ""Animation""}, {""id"": 38, ""name"": ""Science Fiction""}, {""id"": 75, ""name"": ""Drama""}, {""id"": 26, ""name"": ""Thriller""}]","[{""name"": ""Actor 74"", ""character"": ""Character 34""}, {""name"": ""Actor 12"", ""character"": ""Character 72""}, {""name"": ""Actor 54"", ""character"": ""Character 6""}, {""name"": ""Actor 55"", ""character"": ""Character 57""}, {""name"": ""Actor 31"", ""character"": ""Character 2""}, {""name"": ""Actor 42"", ""character"": ""Character 38""}, {""name"": ""Actor 43"", ""character"": ""Character 58""}, {""name"": ""Actor 48"", ""character"": ""Character 27""}, {""name"": ""Actor 59"", ""character"": ""Character 88""}, {""name"": ""Actor 83"", ""character"": ""Character 16""}]",4895453.099531046
1705,Mock Movie 1705,1000000.0,"[{""id"": 69, ""name"": ""Romance""}, {""id"": 49, ""name"": ""Fantasy""}]","[{""name"": ""Actor 121"", ""character"": ""Character 98""}, {""name"": ""Actor 128"", ""character"": ""Character 46""}, {""name"": ""Actor 66"", ""character"": ""Character 52""}, {""name"": ""Actor 2"", ""character"": ""Character 2""}, {""name"": ""Actor 118"", ""character"": ""Character 1""}, {""name"": ""Actor 5"", ""character"": ""Character 87""}, {""name"": ""Actor 57"", ""character"": ""Character 58""}, {""name"": ""Actor 104"", ""character"": ""Character 49""}, {""name"": ""Actor 99"", ""character"": ""Character 92""}, {""name"": ""Actor 106"", ""character"": ""Character 18""}]",2240707.0464950427
1706,Mock Movie 1706,82009161.24085903,"[{""id"": 97, ""name"": ""Adventure""}, {""id"": 92, ""name"": ""Comedy""}]","[{""name"": ""Actor 31"", ""character"": ""Character 69""}, {""name"": ""Actor 149"", ""character"": ""Character 22""}, {""name"": ""Actor 55"", ""character"": ""Character 62""}, {""name"": ""Actor 129"", ""character"": ""Character 72""}, {""name"": ""Actor 107"", ""character"": ""Character 34""}]",355080783.172657
1707,Mock Movie 1707,23789352.327011034,"[{""id"": 11, ""name"": ""Drama""}, {""id"": 48, ""name"": ""Animation""}, {""id"": 56, ""name"": ""Fantasy""}]","[{""name"": ""Actor 146"", ""character"": ""Character 30""}, {""name"": ""Actor 43"", ""character"": ""Character 13""}, {""name"": ""Actor 10"", ""character"": ""Character 24""}, {""name"": ""Actor 103"", ""character"": ""Character 26""}, {""name"": ""Actor 102"", ""character"": ""Character 33""}, {""name"": ""Actor 9"", ""character"": ""Character 84""}, {""name"": ""Actor 70"", ""character"": ""Character 34""}, {""name"": ""Actor 140"", ""character"": ""Character 27""}, {""name"": ""Actor 91"", ""character"": ""Character 44""}]",68073757.16006841
1708,Mock Movie 1708,1000000.0,"[{""id"": 76, ""name"": ""Adventure""}]","[{""name"": ""Actor 111"", ""character"": ""Character 4""}, {""name"": ""Actor 90"", ""character"": ""Character 50""}, {""name"": ""Actor 26"", ""character"": ""Character 96""}, {""name"": ""Actor 40"", ""character"": ""Character 31""}, {""name"": ""Actor 67"", ""character"": ""Character 60""}, {""name"": ""Actor 47"", ""character"": ""Character 72""}, {""name"": ""Actor 31"", ""character"": ""Character 88""}]",4743708.537993385
1709,Mock Movie 1709,26401772.868594676,"[{""id"": 81, ""name"": ""Science Fiction""}]","[{""name"": ""Actor 97"", ""character"": ""Character 94""}, {""name"": ""Actor 65"", ""character"": ""Character 44""}, {""name"": ""Actor 136"", ""character"": ""Character 75""}, {""name"": ""Actor 25"", ""character"": ""Character 45""}, {""name"": ""Actor 22"", ""character"": ""Character 47""}, {""name"": ""Actor 106"", ""character"": ""Character 95""}]",54145978.46021052
1710,Mock Movie 1710,46664836.14737702,"[{""id"": 19, ""name"": ""Animation""}, {""id"": 89, ""name"": ""Science Fiction""}, {""id"": 41, ""name"": ""Comedy""}]","[{""name"": ""Actor 147"", ""character"": ""Character 23""}, {""name"": ""Actor 51"", ""character"": ""Character 63""}, {""name"": ""Actor 27"", ""character"": ""Character 52""}, {""name"": ""Actor 54"", ""character"": ""Character 60""}, {""name"": ""Actor 105"", ""character"": ""Character 55""}, {""name"": ""Actor 50"", ""character"": ""Character 67""}, {""name"": ""Actor 101"", ""character"": ""Character 64""}, {""name"": ""Actor 87"", ""character"": ""Character 61""}, {""name"": ""Actor 148"", ""character"": ""Character 63""}, {""name"": ""Actor 128"", ""character"": ""Character 47""}]",168925501.97721544
1711,Mock Movie 1711,55722655.2449762,"[{""id"": 72, ""name"": ""Adventure""}, {""id"": 42, ""name"": ""Drama""}, {""id"": 86, ""name"": ""Science Fiction""}, {""id"": 19, ""name"": ""Action""}]","[{""name"": ""Actor 57"", ""character"": ""Character 63""}, {""name"": ""Actor 143"", ""character"": ""Character 17""}, {""name"": ""Actor 7"", ""character"": ""Character 25""}, {""name"": ""Actor 141"", ""character"": ""Character 26""}, {""name"": ""Actor 140"", ""character"": ""Character 78""}, {""name"": ""Actor 77"", ""character"": ""Character 78""}, {""name"": ""Actor 46"", ""character"": ""Character 2""}, {""name"": ""Actor 111"", ""character"": ""Character 87""}]",129505269.96088055
1712,Mock Movie 1712,1000000.0,"[{""id"": 13, ""name"": ""Horror""}]","[{""name"": ""Actor 25"", ""character"": ""Character 29""}, {""name"": ""Actor 20"", ""character"": ""Character 79""}, {""name"": ""Actor 21"", ""character"": ""Character 14""}]",1812631.4855054657
1713,Mock Movie 1713,16961305.56831531,"[{""id"": 46, ""name"": ""Science Fiction""}]","[{""name"": ""Actor 51"", ""character"": ""Character 98""}, {""name"": ""Actor 106"", ""character"": ""Character 10""}, {""name"": ""Actor 65"", ""character"": ""Character 34""}, {""name"": ""Actor 128"", ""character"": ""Character 75""}, {""name"": ""Actor 41"", ""character"": ""Character 78""}]",17361407.897129893
1714,Mock Movie 1714,42064447.75563591,"[{""id"": 68, ""name"": ""Adventure""}, {""id"": 100, ""name"": ""Romance""}, {""id"": 87, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Fantasy""}]","[{""name"": ""Actor 147"", ""character"": ""Character 49""}, {""name"": ""Actor 23"", ""character"": ""Character 59""}, {""name"": ""Actor 88"", ""character"": ""Character 79""}, {""name"": ""Actor 124"", ""character"": ""Character 74""}, {""name"": ""Actor 58"", ""character"": ""Character 49""}, {""name"": ""Actor 136"", ""character"": ""Character 60""}, {""name"": ""Actor 7"", ""character"": ""Character 86""}]",185759228.23413563
1715,Mock Movie 1715,55640537.52809443,"[{""id"": 96, ""name"": ""Animation""}]","[{""name"": ""Actor 31"", ""character"": ""Character 8""}, {""name"": ""Actor 12"", ""character"": ""Character 47""}, {""name"": ""Actor 47"", ""character"": ""Character 66""}, {""name"": ""Actor 50"", ""character"": ""Character 50""}, {""name"": ""Actor 118"", ""character"": ""Character 73""}, {""name"": ""Actor 111"", ""character"": ""Character 73""}, {""name"": ""Actor 79"", ""character"": ""Character 57""}, {""name"": ""Actor 58"", ""character"": ""Character 21""}, {""name"": ""Actor 45"", ""character"": ""Character 35""}]",86805454.69081788
